#NAME SDSSID RA DEC R_PET R_PET_ERR I_MOD I_MOD_ERR G_MOD G_MOD_ERR N_FIRST FIRST_TOTINTFLUX N_NVSS NVSS_TOTINTFLUX Z QOP ZSOURCE OIII_SN EW_OIII VISCLASS BESTCLASS HI_COMP ZSOURCE_TARGET DISAGREE_GAMA NAME RA_deg DEC_deg W1 W1err W2 W2err W3 W3err W4 W4err
J001455.07+001508.1 587731186742394983 3.72948 0.25226 14.754 0.003 14.239 0.003 15.024 0.003 1 2.39 1 3.200 0.03902 5 SDSS 25.00 2.53 NA SF 0 -1 -1 J001455.07+001508.1 3.729480 0.252260 12.241 0.024 12.040 0.023 7.719 0.021 5.010 0.037
J001503.39-003459.3 587731185668718608 3.76416 -0.58314 16.527 0.011 15.892 0.004 17.642 0.008 1 142.57 1 147.300 0.17269 3 SDSS 7.05 2.73 NA LERG 0 -1 -1 J001503.39-003459.3 3.764160 -0.583140 13.258 0.034 12.893 0.039 10.712 0.155 7.415 0.000
J001507.00-000800.9 587731186205589514 3.77920 -0.13361 18.205 0.008 17.797 0.008 18.435 0.008 1 12.54 1 14.500 1.70315 5 SDSS .. .. AeB AeB 0 -1 -1 J001507.00-000800.9 3.779200 -0.133610 14.695 0.033 13.679 0.038 10.933 0.144 8.212 0.000
J001511.53-011152.7 588015507660406874 3.79806 -1.19797 19.136 0.281 18.679 0.017 19.478 0.019 1 19.79 1 19.800 0.15284 5 SDSS 3.21 0.88 NA LERG 0 -1 -1 J001511.53-011152.7 3.798060 -1.197970 13.552 0.025 13.360 0.034 11.835 0.310 8.630 0.000
J001514.95-004921.8 588015508197278204 3.81232 -0.82273 20.209 0.142 19.196 0.041 21.897 0.226 1 1.40 0 -99.000 0.46770 3 SDSS 0.18 0.17 Aa LERG 0 -1 -1 J001514.95-004921.8 3.812320 -0.822730 15.372 0.041 15.354 0.107 12.409 0.000 8.418 0.000
J001522.83+000921.8 588015509271019761 3.84516 0.15606 18.805 0.085 17.969 0.017 20.541 0.065 2 63.05 1 75.075 0.44020 5 SDSS 2.34 1.14 NA LERG 0 -1 -1 J001522.83+000921.8 3.845160 0.156060 14.403 0.030 14.232 0.050 12.181 0.000 8.864 0.000
J001526.76+004424.2 587731187279331454 3.86152 0.74008 16.503 0.011 15.824 0.004 17.184 0.006 1 1.14 0 -99.000 0.08468 3 SDSS 4.19 0.68 NA SF 0 -1 -1 J001526.76+004424.2 3.861520 0.740080 13.119 0.024 12.801 0.027 8.829 0.030 6.186 0.068
J001529.73+003823.1 587731187279331389 3.87391 0.63975 15.479 0.005 14.876 0.003 15.984 0.004 1 2.92 1 3.100 0.04033 5 SDSS 69.10 14.90 NA SF 0 -1 -1 J001529.73+003823.1 3.873910 0.639750 12.688 0.035 12.219 0.034 7.982 0.030 4.892 0.055
J001533.58+003614.8 588015509807956011 3.88995 0.60412 17.339 0.021 16.744 0.007 18.674 0.015 1 1.66 1 2.800 0.23107 5 SDSS 3.31 0.82 NA LERG 0 -1 -1 J001533.58+003614.8 3.889950 0.604120 13.869 0.027 13.609 0.037 11.778 0.000 8.567 0.000
J001536.78+003757.3 587731187279331470 3.90328 0.63259 20.345 0.052 20.254 0.041 20.424 0.028 1 1.92 1 3.000 1.36911 4 SDSS .. .. AeB AeB 0 -1 -1 J001536.78+003757.3 3.903280 0.632590 16.528 0.091 15.465 0.121 12.068 0.410 8.160 0.000
J001545.17+003903.9 587731187279397048 3.93824 0.65110 19.506 0.046 18.824 0.021 21.149 0.066 1 0.70 0 -99.000 0.37145 4 SDSS -0.43 -0.33 NA LERG 0 -1 -1 J001545.17+003903.9 3.938240 0.651100 15.290 0.039 15.056 0.094 12.050 0.000 8.795 0.000
J001611.08-001512.4 588015508734279768 4.04620 -0.25345 19.686 0.031 19.289 0.021 20.125 0.023 1 956.66 1 1085.100 1.57589 4 SDSS .. .. AeB AeB 0 -1 -1 J001611.08-001512.4 4.046200 -0.253450 15.647 0.049 14.437 0.056 11.503 0.271 7.889 0.000
J001613.07+002006.5 587731186742526066 4.05449 0.33514 16.284 0.008 15.763 0.004 17.344 0.006 1 1.41 0 -99.000 0.15354 5 SDSS 2.55 0.48 NA LERG 0 -1 -1 J001613.07+002006.5 4.054490 0.335140 13.284 0.027 13.092 0.029 11.890 0.000 8.669 0.000
J001630.41-003801.7 588015508197408901 4.12674 -0.63381 16.215 0.019 15.673 0.004 16.845 0.005 1 0.86 0 -99.000 0.06350 4 SDSS 18.20 3.20 NA SF 0 -1 -1 J001630.41-003801.7 4.126740 -0.633810 12.788 0.023 12.359 0.025 8.853 0.029 6.621 0.094
J001647.50+003943.1 587731187279462579 4.19795 0.66200 19.890 0.129 20.063 0.035 20.237 0.023 1 9.25 1 9.561 1.70292 3 SDSS .. .. AeB AeB 0 -1 -1 J001647.50+003943.1 4.197950 0.662000 17.317 0.165 16.570 0.306 11.985 0.000 8.539 0.000
J001654.25-010345.2 588015507660603599 4.22606 -1.06256 16.823 0.016 16.273 0.005 18.112 0.012 1 1.34 0 -99.000 0.19443 5 SDSS 4.49 1.02 NA LERG 0 -1 -1 J001654.25-010345.2 4.226060 -1.062560 13.491 0.026 13.240 0.031 11.839 0.000 8.924 0.000
J001724.92-000041.1 587731186205786294 4.35387 -0.01144 17.541 0.012 16.926 0.007 17.928 0.008 1 0.84 0 -99.000 0.14697 4 SDSS 10.20 3.04 NA SF 0 -1 -1 J001724.92-000041.1 4.353870 -0.011440 14.234 0.028 13.752 0.037 9.323 0.038 7.165 0.126
J001735.69-011325.0 588015507660669093 4.39873 -1.22362 18.925 0.018 18.915 0.017 18.891 0.012 1 7.11 1 6.800 0.80502 4 SDSS .. .. AeB AeB 0 -1 -1 J001735.69-011325.0 4.398730 -1.223620 15.594 0.047 14.602 0.062 12.192 0.428 8.094 0.000
J001737.60-005242.0 587731185132109835 4.40670 -0.87835 17.016 0.025 16.412 0.009 18.221 0.021 1 5.34 1 6.960 0.21246 5 SDSS 1.58 0.25 NA LERG 0 -1 -1 J001737.60-005242.0 4.406700 -0.878350 14.231 0.030 13.852 0.042 12.299 0.000 8.853 0.000
J001741.74+000752.2 588015509271281831 4.42393 0.13119 16.181 0.007 15.602 0.006 16.657 0.006 1 1.36 0 -99.000 0.06986 4 SDSS 99.60 44.90 NA SF 0 -1 -1 J001741.74+000752.2 4.423930 0.131190 12.856 0.023 11.567 0.021 7.761 0.019 5.084 0.031
J001752.03-002245.9 588015508734476471 4.46683 -0.37943 18.733 0.024 18.142 0.012 19.916 0.024 1 11.71 1 11.300 0.19669 3 SDSS 14.70 4.97 NA LERG 0 -1 -1 J001752.03-002245.9 4.466830 -0.379430 14.648 0.031 13.973 0.042 10.128 0.070 7.313 0.145
J001821.38-003628.6 587731185669046405 4.58911 -0.60797 17.301 0.016 16.759 0.006 18.600 0.012 1 2.87 1 2.900 0.20222 5 SDSS 4.37 1.07 NA LERG 0 -1 -1 J001821.38-003628.6 4.589110 -0.607970 13.950 0.027 13.675 0.038 12.196 0.000 8.836 0.000
J001843.67-004502.8 588015508197671114 4.68198 -0.75079 16.894 0.017 16.412 0.007 18.411 0.018 1 4.53 1 4.000 0.19247 4 SDSS 0.35 0.16 NA LERG 0 -1 -1 J001843.67-004502.8 4.681980 -0.750790 13.486 0.032 13.075 0.035 11.844 0.347 8.270 0.000
J001914.73+003431.4 588015509808349302 4.81138 0.57541 19.563 0.040 19.179 0.025 20.110 0.026 3 8.86 2 12.100 0.19413 5 SDSS 13.20 7.42 NA SF 0 -1 -1 J001914.73+003431.4 4.811380 0.575410 16.041 0.060 15.563 0.123 11.899 0.302 8.930 0.495
J001920.37-003532.9 587731185669177463 4.83491 -0.59248 17.910 0.020 17.490 0.009 18.827 0.016 1 3.07 0 -99.000 0.11198 3 SDSS 85.20 41.10 NA HERG 0 -1 -1 J001920.37-003532.9 4.834910 -0.592480 14.298 0.028 13.726 0.037 9.792 0.057 6.887 0.090
J001922.71+004629.2 587731187279790232 4.84463 0.77478 18.681 0.037 17.937 0.017 20.154 0.042 1 5.07 1 6.200 0.35875 5 SDSS 1.52 0.47 NA LERG 0 -1 -1 J001922.71+004629.2 4.844630 0.774780 14.750 0.032 14.466 0.057 11.861 0.000 8.903 0.000
J001926.94-010650.4 588015507660866201 4.86226 -1.11400 20.221 0.145 18.957 0.036 21.784 0.236 2 10.10 1 11.700 0.57576 4 SDSS -0.53 -0.36 NA LERG 0 -1 -1 J001926.94-010650.4 4.862260 -1.114000 15.004 0.037 14.844 0.078 12.437 0.000 8.903 0.000
J001934.29-000821.9 587731186206048461 4.89289 -0.13944 19.025 0.049 18.280 0.016 20.770 0.059 1 1.06 0 -99.000 0.42584 4 SDSS 3.09 0.90 NA LERG 0 -1 -1 J001934.29-000821.9 4.892890 -0.139440 14.479 0.031 14.221 0.048 11.931 0.000 8.637 0.000
J001934.91+001201.9 588015509271478518 4.89550 0.20054 15.406 0.005 14.883 0.003 16.181 0.004 1 3.36 1 4.300 0.06397 5 SDSS 2.90 0.57 NA LERG 0 -1 -1 J001934.91+001201.9 4.895500 0.200540 12.531 0.023 12.503 0.025 11.203 0.158 8.570 0.000
J001942.77+000609.4 588015509271543815 4.92821 0.10263 16.021 0.017 15.534 0.004 16.961 0.005 1 0.75 1 0.614 0.10548 5 SDSS 3.60 0.73 NA LERG 0 -1 -1 J001942.77+000609.4 4.928210 0.102630 13.025 0.026 12.938 0.031 11.897 0.355 7.913 0.000
J001944.99+002803.6 588015509808414854 4.93748 0.46769 18.468 0.050 17.848 0.015 20.109 0.044 1 0.80 0 -99.000 0.32822 5 SDSS 0.09 0.04 NA LERG 0 -1 -1 J001944.99+002803.6 4.937480 0.467690 14.604 0.032 14.373 0.050 11.941 0.000 9.001 0.000
J001948.49+004723.1 587731187279790629 4.95205 0.78976 19.650 0.081 18.660 0.024 21.088 0.076 1 0.77 0 -99.000 0.49921 5 SDSS 1.49 0.46 NA LERG 0 -1 -1 J001948.49+004723.1 4.952050 0.789760 14.923 0.033 14.873 0.074 12.095 0.000 8.747 0.000
J001953.12+004530.2 587731187279855803 4.97136 0.75840 18.821 0.093 18.206 0.019 20.717 0.066 1 0.53 1 4.700 0.35595 5 SDSS -0.77 -0.15 NA LERG 0 -1 -1 J001953.12+004530.2 4.971360 0.758400 14.726 0.039 14.568 0.074 12.042 0.000 8.635 0.000
J002006.63+004204.0 587731187279855756 5.02763 0.70113 17.289 0.016 16.628 0.007 18.412 0.014 1 0.69 0 -99.000 0.21194 5 SDSS 4.77 1.02 NA LERG 0 -1 -1 J002006.63+004204.0 5.027630 0.701130 14.084 0.028 13.735 0.040 12.335 0.000 8.391 0.000
J002009.41+000440.6 588015509271543937 5.03924 0.07796 17.523 0.026 16.986 0.008 18.764 0.015 7 24.96 1 59.600 0.21041 5 SDSS 2.10 0.54 NA LERG 0 -1 -1 J002009.41+000440.6 5.039240 0.077960 14.196 0.029 13.788 0.041 11.783 0.000 8.801 0.000
J002011.82+002259.6 587731186742984880 5.04929 0.38325 18.330 0.037 17.727 0.016 19.491 0.029 1 3.79 2 4.069 0.27025 4 SDSS 16.50 10.00 SF HERG 0 -1 -1 J002011.82+002259.6 5.049290 0.383250 15.113 0.038 14.666 0.064 11.694 0.000 9.008 0.000
J002014.42+000447.9 588015509271609356 5.06010 0.07997 17.537 0.025 17.029 0.010 18.848 0.021 3 29.68 1 37.230 0.21007 5 SDSS -0.51 -0.09 NA LERG 0 -1 -1 J002014.42+000447.9 5.060100 0.079970 14.366 0.029 14.105 0.048 12.184 0.000 8.756 0.000
J002016.11+000446.0 588015509271609355 5.06713 0.07945 16.725 0.009 16.129 0.005 18.041 0.009 1 56.18 1 70.470 0.21239 5 SDSS 2.19 0.29 NA LERG 0 -1 -1 J002016.11+000446.0 5.067130 0.079450 13.620 0.058 13.322 0.060 11.351 0.000 8.771 0.000
J002020.72-001924.8 588015508734738667 5.08637 -0.32356 18.408 0.045 17.774 0.015 19.997 0.045 1 2.86 1 4.800 0.32513 5 SDSS 0.73 0.15 NA LERG 0 -1 -1 J002020.72-001924.8 5.086370 -0.323560 14.653 0.031 14.340 0.052 12.426 0.000 8.641 0.000
J002022.03-001311.7 588015508734738671 5.09182 -0.21993 18.791 0.080 18.201 0.018 20.504 0.059 1 1.04 1 2.900 0.38339 5 SDSS 1.63 0.36 NA LERG 0 -1 -1 J002022.03-001311.7 5.091820 -0.219930 14.742 0.034 14.431 0.054 12.528 0.000 8.959 0.000
J002025.78+004934.8 587731187279921175 5.10745 0.82635 13.894 0.008 13.249 0.002 14.490 0.002 1 2.41 1 2.956 0.01697 5 SDSS 25.20 1.32 NA SF 0 -1 -1 J002025.78+004934.8 5.107450 0.826350 11.666 0.022 11.550 0.022 7.752 0.020 5.537 0.043
J002027.51+005000.8 587731187279921174 5.11464 0.83355 13.547 0.008 13.031 0.002 14.281 0.002 1 1.34 1 1.644 0.01827 5 SDSS 20.70 1.96 NA SF 0 -1 -1 J002027.51+005000.8 5.114640 0.833550 10.961 0.021 11.071 0.021 10.178 0.078 8.173 0.000
J002032.94-000847.0 587731186206179425 5.13727 -0.14640 14.535 0.008 14.026 0.002 15.344 0.003 1 2.07 1 2.300 0.06427 5 SDSS 18.80 1.13 NA LERG 0 -1 -1 J002032.94-000847.0 5.137270 -0.146400 11.849 0.023 11.823 0.022 10.371 0.080 9.022 0.000
J002043.92-002624.0 587731185669308607 5.18301 -0.44001 16.687 0.010 16.205 0.004 17.419 0.006 1 1.14 1 2.200 0.07140 4 SDSS 37.50 3.87 NA SF 0 -1 -1 J002043.92-002624.0 5.183010 -0.440010 13.002 0.025 12.682 0.028 8.409 0.024 5.605 0.040
J002059.99-010509.6 588015507661062172 5.24998 -1.08601 18.671 0.033 17.981 0.014 20.266 0.054 1 0.71 1 3.100 0.31930 5 SDSS 0.90 0.31 NA LERG 0 -1 -1 J002059.99-010509.6 5.249980 -1.086010 14.723 0.032 14.404 0.056 12.337 0.000 8.817 0.534
J002105.21+001500.9 587731186743115882 5.27171 0.25027 17.634 0.020 17.018 0.009 18.791 0.017 1 24.26 1 33.800 0.21541 5 SDSS 3.82 1.90 NA LERG 0 -1 -1 J002105.21+001500.9 5.271710 0.250270 14.338 0.029 14.040 0.043 12.054 0.000 8.907 0.000
J002107.62-005531.4 587731185132503151 5.28175 -0.92541 15.381 0.006 14.871 0.003 16.283 0.004 4 91.19 1 112.900 0.10819 5 SDSS 3.78 0.50 NA LERG 0 -1 -1 J002107.62-005531.4 5.281750 -0.925410 12.575 0.025 12.489 0.025 12.036 0.358 8.690 0.000
J002122.58-001517.4 588015508734804157 5.34411 -0.25486 19.897 0.087 19.433 0.031 20.702 0.046 1 1.34 1 2.500 0.54920 3 SDSS 16.80 27.00 NA HERG 0 -1 -1 J002122.58-001517.4 5.344110 -0.254860 15.347 0.041 15.259 0.099 12.319 0.000 8.538 0.000
J002135.79-004047.2 588015508197998822 5.39916 -0.67979 18.885 0.047 18.309 0.016 20.625 0.056 1 2.19 1 12.300 0.38299 4 SDSS 0.00 nan NA LERG 0 -1 -1 J002135.79-004047.2 5.399160 -0.679790 14.688 0.033 14.361 0.051 12.060 0.000 8.960 0.000
J002200.95+000657.9 588015509271806002 5.50397 0.11609 18.457 0.028 18.029 0.012 19.396 0.018 1 1.93 1 4.200 0.30562 5 SDSS 3.08 1.21 NA LERG 0 -1 -1 J002200.95+000657.9 5.503970 0.116090 14.742 0.033 14.402 0.052 12.432 0.488 8.891 0.000
J002235.87+003555.0 588015509808676935 5.64947 0.59862 18.054 0.308 17.745 0.009 18.642 0.010 1 7.64 1 12.100 0.23251 5 SDSS 2.38 0.87 NA LERG 0 -1 -1 J002235.87+003555.0 5.649470 0.598620 14.119 0.029 13.576 0.034 12.157 0.408 8.423 0.000
J002300.51-000917.2 587731186206441635 5.75215 -0.15480 17.391 0.073 16.910 0.008 18.574 0.014 1 1.24 0 -99.000 0.15856 5 SDSS 2.57 0.74 NA LERG 0 -1 -1 J002300.51-000917.2 5.752150 -0.154800 13.668 0.027 13.477 0.033 12.567 0.496 8.507 0.000
J002345.07-010029.9 587731185132765307 5.93783 -1.00833 17.106 0.012 16.675 0.007 17.902 0.009 1 3.01 1 3.900 0.06634 3 SDSS 5.35 0.93 NA LERG 0 -1 -1 J002345.07-010029.9 5.937830 -1.008330 13.675 0.026 13.261 0.031 9.324 0.038 6.446 0.063
J002351.20-000632.9 587731186206507268 5.96334 -0.10915 18.325 0.051 17.645 0.016 19.795 0.041 1 20.07 1 22.600 0.37434 5 SDSS 0.34 0.14 NA LERG 0 -1 -1 J002351.20-000632.9 5.963340 -0.109150 14.454 0.031 14.316 0.050 12.521 0.000 8.954 0.000
J002410.86-010113.1 587731185132830824 6.04525 -1.02033 14.926 0.006 14.422 0.003 15.681 0.003 1 3.54 1 2.566 0.06492 5 SDSS 8.73 0.99 NA LERG 0 -1 -1 J002410.86-010113.1 6.045250 -1.020330 12.469 0.024 12.473 0.025 12.010 0.000 8.694 0.000
J002411.65-004348.0 588015508198260790 6.04857 -0.73002 18.036 0.008 17.807 0.008 18.092 0.007 1 1.02 0 -99.000 1.79447 3 SDSS .. .. AeB AeB 0 -1 -1 J002411.65-004348.0 6.048570 -0.730020 15.158 0.039 13.822 0.039 10.507 0.096 8.089 0.271
J002418.79-001951.1 588015508735131885 6.07832 -0.33088 18.893 0.057 18.201 0.018 20.530 0.063 1 0.73 0 -99.000 0.40852 5 SDSS 2.76 0.86 NA LERG 0 -1 -1 J002418.79-001951.1 6.078320 -0.330880 14.617 0.031 14.499 0.054 12.512 0.000 8.776 0.000
J002433.61-000005.5 587731186206572641 6.14006 -0.00155 17.509 0.023 16.810 0.008 18.748 0.017 1 1.18 0 -99.000 0.21356 5 SDSS 6.28 0.91 NA LERG 0 -1 -1 J002433.61-000005.5 6.140060 -0.001550 14.070 0.029 13.772 0.039 12.262 0.412 8.945 0.000
J002435.62-001356.7 588015508735197343 6.14845 -0.23242 17.897 0.024 17.103 0.010 18.996 0.022 1 0.54 0 -99.000 0.23551 4 SDSS 5.32 2.06 NA LERG 0 -1 -1 J002435.62-001356.7 6.148450 -0.232420 14.274 0.030 14.015 0.043 12.187 0.465 8.683 0.000
J002440.99+004557.7 587731187280380144 6.17081 0.76604 20.477 0.064 20.061 0.039 20.626 0.031 1 59.35 1 61.794 2.24296 5 SDSS .. .. AeB AeB 0 -1 -1 J002440.99+004557.7 6.170810 0.766040 16.229 0.068 15.232 0.093 12.071 0.434 8.870 0.522
J002451.38+000003.4 588015509272068341 6.21411 0.00095 18.731 0.195 18.229 0.016 20.569 0.055 1 6.25 1 11.600 0.37342 5 SDSS 3.29 2.16 NA LERG 0 -1 -1 J002451.38+000003.4 6.214110 0.000950 14.668 0.033 14.413 0.054 11.948 0.000 8.647 0.000
J002454.68+000339.6 588015509272068248 6.22784 0.06100 15.914 0.008 15.419 0.004 16.829 0.005 1 1.50 0 -99.000 0.10905 5 SDSS 9.85 1.07 NA LERG 0 -1 -1 J002454.68+000339.6 6.227840 0.061000 13.015 0.024 12.891 0.027 11.588 0.224 8.645 0.513
J002508.76+002137.7 587731186743509220 6.28653 0.36047 17.990 0.031 17.243 0.012 19.383 0.028 1 2.14 1 2.903 0.32510 5 SDSS 4.15 1.03 NA LERG 0 -1 -1 J002508.76+002137.7 6.286530 0.360470 14.295 0.029 14.039 0.043 12.050 0.000 9.037 0.000
J002509.66-004030.9 588015508198391889 6.29025 -0.67527 19.341 0.026 19.195 0.018 19.365 0.014 1 99.63 1 94.400 2.20857 5 SDSS .. .. AeB AeB 0 -1 -1 J002509.66-004030.9 6.290250 -0.675270 15.582 0.048 14.005 0.042 10.467 0.085 7.829 0.191
J002526.33-005512.7 587731185132961885 6.35973 -0.92020 16.941 0.014 16.470 0.006 17.965 0.010 1 4.48 1 5.200 0.13908 5 SDSS 5.03 1.34 NA LERG 0 -1 -1 J002526.33-005512.7 6.359730 -0.920200 13.953 0.027 13.768 0.039 12.359 0.000 8.981 0.000
J002529.94-000005.7 587731186206703720 6.37478 -0.00159 18.116 0.015 17.746 0.009 19.326 0.015 1 1.68 1 2.900 0.28662 5 SDSS 19.80 2.99 Ae LERG 0 -1 -1 J002529.94-000005.7 6.374780 -0.001590 14.094 0.028 13.522 0.032 9.849 0.052 6.648 0.074
J002544.72-000034.4 587731186206703746 6.43634 -0.00956 15.434 0.009 14.797 0.003 16.070 0.004 1 10.01 1 10.900 0.04188 4 SDSS 26.30 5.37 NA SF 0 -1 -1 J002544.72-000034.4 6.436340 -0.009560 11.658 0.023 11.264 0.021 6.912 0.016 4.302 0.024
J002551.01+003128.2 588015509809070220 6.46258 0.52452 15.698 0.017 15.097 0.003 16.367 0.004 1 1.20 0 -99.000 0.06442 4 SDSS 54.50 6.71 NA SF 0 -1 -1 J002551.01+003128.2 6.462580 0.524520 12.458 0.024 12.245 0.024 9.298 0.039 7.329 0.119
J002623.39-001810.8 588015508735393984 6.59748 -0.30301 19.291 0.083 18.584 0.023 20.726 0.063 1 0.98 0 -99.000 0.37470 5 SDSS 1.34 0.58 NA LERG 0 -1 -1 J002623.39-001810.8 6.597480 -0.303010 15.152 0.038 14.907 0.075 12.262 0.000 8.880 0.000
J002624.47+002332.1 587731186743705673 6.60199 0.39228 17.462 0.072 17.054 0.008 18.936 0.015 1 0.67 0 -99.000 0.21236 5 SDSS 2.88 0.94 NA LERG 0 -1 -1 J002624.47+002332.1 6.601990 0.392280 14.190 0.028 13.930 0.043 12.349 0.000 8.692 0.000
J002658.42-003337.1 587731185669963915 6.74343 -0.56032 17.579 0.027 17.077 0.008 18.928 0.017 1 1.82 0 -99.000 0.21522 4 SDSS -0.87 -0.23 NA LERG 0 -1 -1 J002658.42-003337.1 6.743430 -0.560320 14.378 0.030 14.068 0.044 11.835 0.000 8.747 0.000
J002707.56-005030.2 587731185133158413 6.78150 -0.84174 15.345 0.027 14.451 0.003 15.875 0.004 1 7.03 1 8.900 0.05856 4 SDSS 8.74 1.45 NA SF 0 -1 -1 J002707.56-005030.2 6.781500 -0.841740 11.795 0.023 11.619 0.022 8.176 0.022 6.323 0.057
J002717.38+003723.5 588015509809201207 6.82243 0.62320 17.709 0.006 17.676 0.008 18.048 0.007 1 3.42 1 4.200 1.22946 5 SDSS .. .. AeB AeB 0 -1 -1 J002717.38+003723.5 6.822430 0.623200 14.527 0.032 13.067 0.029 9.837 0.053 7.256 0.117
J002718.14-000908.8 587731186206900457 6.82559 -0.15245 18.613 0.046 17.950 0.015 20.386 0.050 1 1.98 1 3.400 0.35647 5 SDSS 0.68 0.18 NA LERG 0 -1 -1 J002718.14-000908.8 6.825590 -0.152450 14.658 0.034 14.396 0.054 12.539 0.000 8.873 0.000
J002742.23+000540.9 588015509272396234 6.92597 0.09470 19.688 0.098 19.014 0.038 21.321 0.125 1 3.22 1 4.282 0.41443 3 SDSS 2.18 1.81 NA LERG 0 -1 -1 J002742.23+000540.9 6.925970 0.094700 15.036 0.038 14.770 0.071 12.360 0.504 8.728 0.488
J002743.41+000932.4 588015509272396258 6.93090 0.15900 19.711 0.103 18.580 0.028 21.025 0.105 1 0.59 0 -99.000 0.45286 4 SDSS 2.30 2.61 NA LERG 0 -1 -1 J002743.41+000932.4 6.930900 0.159000 15.014 0.036 14.867 0.076 12.445 0.000 8.844 0.000
J002749.93+000928.3 588015509272395919 6.95806 0.15789 17.383 0.020 16.891 0.008 18.636 0.015 1 14.25 1 20.100 0.22003 5 SDSS 2.15 0.48 NA LERG 0 -1 -1 J002749.93+000928.3 6.958060 0.157890 14.118 0.028 13.779 0.041 12.370 0.503 8.834 0.000
J002757.59-000340.6 587731186206965935 6.98996 -0.06129 14.822 0.004 14.573 0.003 15.647 0.003 1 4.19 1 4.300 0.04614 5 SDSS 8.64 0.94 NA SF 0 -1 -1 J002757.59-000340.6 6.989960 -0.061290 11.853 0.023 11.588 0.022 7.359 0.018 4.662 0.032
J002809.49+001055.5 588015509272461518 7.03955 0.18209 19.594 0.067 18.855 0.022 21.290 0.072 1 2.01 1 4.000 0.42042 5 SDSS 0.68 0.32 NA LERG 0 -1 -1 J002809.49+001055.5 7.039550 0.182090 15.042 0.036 14.849 0.080 12.222 0.000 8.880 0.000
J002813.82-002153.8 588015508735590510 7.05762 -0.36495 17.813 0.024 17.199 0.008 19.352 0.022 1 1.65 1 0.718 0.29122 5 SDSS 0.94 0.11 NA LERG 0 -1 -1 J002813.82-002153.8 7.057620 -0.364950 14.049 0.027 13.805 0.041 12.489 0.530 8.720 0.000
J002817.73-002145.9 588015508735590426 7.07388 -0.36277 18.207 0.026 17.635 0.011 19.775 0.029 1 0.41 1 2.300 0.28796 5 SDSS 1.66 0.45 NA LERG 0 -1 -1 J002817.73-002145.9 7.073880 -0.362770 14.537 0.030 14.249 0.054 11.879 0.000 8.807 0.000
J002831.71-000413.3 587731186207031353 7.13215 -0.07036 17.543 0.089 17.243 0.006 17.848 0.006 1 1.54 1 2.900 0.25186 5 SDSS .. .. AeB AeB 0 -1 -1 J002831.71-000413.3 7.132150 -0.070360 12.466 0.024 11.555 0.021 8.854 0.028 6.540 0.071
J002839.77+003542.2 588015509809397829 7.16573 0.59506 19.125 0.037 18.859 0.021 19.629 0.020 4 55.04 3 65.185 0.68658 3 SDSS 2.97 3.54 NA LERG 0 -1 -1 J002839.77+003542.2 7.165730 0.595060 14.311 0.030 14.063 0.046 11.993 0.000 8.417 0.000
J002844.27-000547.1 587731186207031493 7.18449 -0.09644 17.369 0.021 16.807 0.007 18.722 0.015 3 12.12 1 21.000 0.21665 5 SDSS 0.51 0.08 NA LERG 0 -1 -1 J002844.27-000547.1 7.184490 -0.096440 14.101 0.029 13.775 0.038 12.196 0.000 8.857 0.000
J002844.89-002757.4 587731185670160599 7.18706 -0.46597 19.600 0.033 19.400 0.021 19.975 0.019 1 6.66 1 6.326 0.72712 3 SDSS .. .. AeB AeB 0 -1 -1 J002844.89-002757.4 7.187060 -0.465970 15.805 0.053 14.984 0.083 12.041 0.000 8.552 0.000
J002845.57-000334.3 587731186207031497 7.18991 -0.05953 17.585 0.068 17.085 0.008 18.875 0.015 3 10.62 1 18.300 0.21316 5 SDSS 1.07 0.17 NA LERG 0 -1 -1 J002845.57-000334.3 7.189910 -0.059530 14.291 0.054 14.117 0.073 12.247 0.000 7.901 0.000
J002851.28-001709.5 588015508735656067 7.21368 -0.28600 15.604 0.006 15.161 0.003 16.296 0.004 1 1.85 1 2.700 0.05956 4 SDSS 30.90 5.11 NA SF 0 -1 -1 J002851.28-001709.5 7.213680 -0.286000 12.975 0.024 12.832 0.029 9.476 0.050 6.722 0.083
J002854.87+003441.1 588015509809397866 7.22863 0.57810 19.440 0.027 19.440 0.026 19.457 0.015 1 1.27 0 -99.000 1.38394 4 SDSS .. .. AeB AeB 0 -1 -1 J002854.87+003441.1 7.228630 0.578100 16.294 0.067 15.119 0.083 12.029 0.319 8.742 0.433
J002856.89+004036.3 587731187280838843 7.23705 0.67677 18.710 0.380 17.972 0.010 18.887 0.011 1 2.22 1 3.500 0.08990 4 SDSS 32.50 3.91 NA SF 0 -1 -1 J002856.89+004036.3 7.237050 0.676770 13.183 0.025 12.911 0.029 9.171 0.035 6.724 0.079
J002859.35+002000.6 587731186743967908 7.24730 0.33352 17.101 0.043 16.626 0.007 18.467 0.012 2 15.14 1 18.619 0.22225 5 SDSS 2.64 0.83 NA LERG 0 -1 -1 J002859.35+002000.6 7.247300 0.333520 13.755 0.045 13.484 0.052 11.610 0.000 8.160 0.000
